Gene_Id	Gene_desc	Box
Tb927.3.2100	hypothetical protein  conserved	<input id="checkbox_Tb927.3.2100" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.3.2100">
Tb927.10.8790	OTU-like cysteine protease  putative	<input id="checkbox_Tb927.10.8790" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.8790">
Tb927.7.3350	palmitoyl acyltransferase 11  putative	<input id="checkbox_Tb927.7.3350" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.7.3350">
Tb927.6.4210	aldehyde dehydrogenase  putative	<input id="checkbox_Tb927.6.4210" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.6.4210">
Tb927.6.5630	variant surface glycoprotein  frameshift	<input id="checkbox_Tb927.6.5630" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.6.5630">
Tb08.27P2.710	variant surface glycoprotein  degenerate	<input id="checkbox_Tb08.27P2.710" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb08.27P2.710">
Tb927.3.3020	actin-like protein  putative	<input id="checkbox_Tb927.3.3020" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.3.3020">
Tb927.11.16290	AUT2/APG4/ATG4 cysteine peptidase  putative	<input id="checkbox_Tb927.11.16290" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.16290">
Tb927.11.3640	Mitochondrial ribosomal protein L27	<input id="checkbox_Tb927.11.3640" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.3640">
Tb927.5.4230	histone H4  putative	<input id="checkbox_Tb927.5.4230" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.5.4230">
Tb927.10.15260	leucine-rich repeat protein (LRRP)  putative	<input id="checkbox_Tb927.10.15260" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.15260">
Tb927.11.15930	Sybindin-like family  putative	<input id="checkbox_Tb927.11.15930" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.15930">
Tb927.5.3050	poly(adp-ribose) polymerase	<input id="checkbox_Tb927.5.3050" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.5.3050">
Tb927.10.13700	phosphatidic acid phosphatase alpha  putative	<input id="checkbox_Tb927.10.13700" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.13700">
Tb927.11.9410	hypothetical protein	<input id="checkbox_Tb927.11.9410" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.9410">
Tb927.4.2470	hypothetical protein  conserved	<input id="checkbox_Tb927.4.2470" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.4.2470">
Tb927.11.9800	hypothetical protein  conserved	<input id="checkbox_Tb927.11.9800" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.9800">
Tb927.9.715	hypothetical protein	<input id="checkbox_Tb927.9.715" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.715">
Tb11.v5.0809	TPR repeat  putative	<input id="checkbox_Tb11.v5.0809" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb11.v5.0809">
Tb927.11.18370	variant surface glycoprotein (VSG)  putative (pseudogene)	<input id="checkbox_Tb927.11.18370" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.18370">
Tb11.0340	hypothetical protein	<input id="checkbox_Tb11.0340" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb11.0340">
Tb927.11.3700	unspecified product	<input id="checkbox_Tb927.11.3700" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.3700">
Tb11.v5.0970	chaperone protein DnaJ  putative	<input id="checkbox_Tb11.v5.0970" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb11.v5.0970">
Tb927.7.5970	protein associated with differentiation 5  putative	<input id="checkbox_Tb927.7.5970" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.7.5970">
Tb927.8.7930	receptor-type adenylate cyclase GRESAG 4  putative	<input id="checkbox_Tb927.8.7930" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.8.7930">
Tb927.3.1030	RNA-binding protein	<input id="checkbox_Tb927.3.1030" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.3.1030">
Tb927.9.12670	predicted zinc finger protein	<input id="checkbox_Tb927.9.12670" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.12670">
Tb927.5.5110	variant surface glycoprotein  degenerate	<input id="checkbox_Tb927.5.5110" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.5.5110">
Tb927.8.2950	hypothetical protein  conserved	<input id="checkbox_Tb927.8.2950" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.8.2950">
Tb927.10.7360	ATP-binding cassette protein  putative	<input id="checkbox_Tb927.10.7360" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.7360">
Tb927.5.4270	ATP-dependent DEAD/H RNA helicase  putative	<input id="checkbox_Tb927.5.4270" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.5.4270">
Tb927.8.6470	SET domain containing protein  putative	<input id="checkbox_Tb927.8.6470" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.8.6470">
Tb927.7.1172	hypothetical protein	<input id="checkbox_Tb927.7.1172" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.7.1172">
Tb927.11.18740	variant surface protein (VSG)  putative	<input id="checkbox_Tb927.11.18740" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.18740">
Tb927.4.2830	hypothetical protein  conserved	<input id="checkbox_Tb927.4.2830" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.4.2830">
Tb927.2.2220	hypothetical protein  conserved	<input id="checkbox_Tb927.2.2220" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.2.2220">
Tb927.9.7960	hypothetical protein	<input id="checkbox_Tb927.9.7960" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.7960">
Tb927.3.5140	exonuclease  putative	<input id="checkbox_Tb927.3.5140" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.3.5140">
Tb927.4.2890	hypothetical protein  conserved	<input id="checkbox_Tb927.4.2890" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.4.2890">
Tb927.9.8180	hypothetical protein  conserved	<input id="checkbox_Tb927.9.8180" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.8180">
Tb927.10.9830	Mitochondrial ATP synthase subunit  putative	<input id="checkbox_Tb927.10.9830" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.9830">
Tb927.4.4160	RNA editing mediator complex protein 5	<input id="checkbox_Tb927.4.4160" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.4.4160">
Tb927.7.5860	hypothetical protein	<input id="checkbox_Tb927.7.5860" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.7.5860">
Tb11.0650	variant surface glycoprotein (VSG  pseudogene)  putative	<input id="checkbox_Tb11.0650" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb11.0650">
Tb927.7.850	hypothetical protein  conserved	<input id="checkbox_Tb927.7.850" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.7.850">
Tb927.5.4420	nucleolar RNA helicase II  putative	<input id="checkbox_Tb927.5.4420" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.5.4420">
Tb10.v4.0077	variant surface glycoprotein (VSG  pseudogene)  putative	<input id="checkbox_Tb10.v4.0077" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb10.v4.0077">
Tb10.v4.0189	variant surface glycoprotein (VSG  atypical)  putative	<input id="checkbox_Tb10.v4.0189" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb10.v4.0189">
Tb927.4.480	Cullin binding  putative	<input id="checkbox_Tb927.4.480" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.4.480">
Tb927.11.2750	Present in the outer mitochondrial membrane proteome 12	<input id="checkbox_Tb927.11.2750" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.2750">
Tb927.11.3570	metallo-peptidase  Clan MA(E) Family M1	<input id="checkbox_Tb927.11.3570" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.3570">
Tb927.8.7790	zinc finger domain  LSD1 subclass  putative	<input id="checkbox_Tb927.8.7790" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.8.7790">
Tb927.11.20230	variant surface glycoprotein (VSG  pseudogene)  putative	<input id="checkbox_Tb927.11.20230" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.20230">
Tb927.3.500	variant surface glycoprotein  degenerate	<input id="checkbox_Tb927.3.500" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.3.500">
Tb927.10.3820	hypothetical protein  conserved	<input id="checkbox_Tb927.10.3820" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.3820">
Tb927.11.9120	SNF2 family N-terminal domain/Ring finger domain containing protein  putative	<input id="checkbox_Tb927.11.9120" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.9120">
Tb05.30F7.410	hypothetical protein	<input id="checkbox_Tb05.30F7.410" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb05.30F7.410">
Tb927.9.3750	hypothetical protein  conserved	<input id="checkbox_Tb927.9.3750" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.3750">
Tb927.11.17170	variant surface glycoprotein (VSG)  degenerate	<input id="checkbox_Tb927.11.17170" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.17170">
Tb09.v4.0149	hypothetical protein	<input id="checkbox_Tb09.v4.0149" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb09.v4.0149">
Tb927.3.5640	nuclear transcription factor  putative	<input id="checkbox_Tb927.3.5640" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.3.5640">
Tb927.11.18030	variant surface glycoprotein (VSG)  fragment	<input id="checkbox_Tb927.11.18030" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.18030">
Tb927.7.6410	hypothetical protein  conserved	<input id="checkbox_Tb927.7.6410" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.7.6410">
Tb11.v5.0424	receptor-type adenylate cyclase GRESAG 4  putative	<input id="checkbox_Tb11.v5.0424" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb11.v5.0424">
Tb927.11.17860	hypothetical protein  conserved	<input id="checkbox_Tb927.11.17860" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.17860">
Tb927.6.5350	variant surface glycoprotein  degenerate	<input id="checkbox_Tb927.6.5350" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.6.5350">
Tb927.10.11970	glutamine aminotransferase (GlnAT)	<input id="checkbox_Tb927.10.11970" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.11970">
Tb927.10.14380	Hsp70 protein  putative	<input id="checkbox_Tb927.10.14380" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.14380">
Tb927.10.7650	hypothetical protein	<input id="checkbox_Tb927.10.7650" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.7650">
Tb927.7.2890	histone H2A  putative	<input id="checkbox_Tb927.7.2890" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.7.2890">
Tb927.9.12100	Tetrapyrrole (Corrin/Porphyrin) Methylases  putative	<input id="checkbox_Tb927.9.12100" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.12100">
Tb927.1.2970	hypothetical protein  conserved	<input id="checkbox_Tb927.1.2970" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.1.2970">
Tb927.8.1100	STE/STE11 serine/threonine-protein kinase  putative	<input id="checkbox_Tb927.8.1100" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.8.1100">
Tb927.11.3910	hypothetical protein  conserved	<input id="checkbox_Tb927.11.3910" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.3910">
Tb927.11.11730	MRP protein  putative	<input id="checkbox_Tb927.11.11730" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.11730">
Tb927.3.650	hypothetical protein  conserved	<input id="checkbox_Tb927.3.650" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.3.650">
Tb927.11.13930	U3 small nucleolar ribonucleoprotein protein IMP3  putative	<input id="checkbox_Tb927.11.13930" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.13930">
Tb11.v5.0487	Programmed cell death protein 2  C-terminal putative domain containing protein  putative	<input id="checkbox_Tb11.v5.0487" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb11.v5.0487">
Tb927.9.11260	nucleoside diphosphate kinase  putative	<input id="checkbox_Tb927.9.11260" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.11260">
Tb11.02.5440	SUMO-interacting motif-containing protein	<input id="checkbox_Tb11.02.5440" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb11.02.5440">
Tb11.v5.0277	ATP-dependent DEAD/H RNA helicase  putative	<input id="checkbox_Tb11.v5.0277" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb11.v5.0277">
Tb11.v5.0226	invariant surface glycoprotein  putative	<input id="checkbox_Tb11.v5.0226" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb11.v5.0226">
Tb927.9.10230	Co-chaperone protein P23	<input id="checkbox_Tb927.9.10230" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.10230">
